patinfo_resadmin1,rowcacode1,report_date,Cases,Deaths,Recovered,Shape_Area,Shape_Leng,E_POP,Cum_Case,Cum_Death,Cum_Recovered,TRI_RIDX,TRI_IDX,TRI_IDX2
TAHOUA,NER005,2020-10-01,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,27.0,1.0,0.0,0.0007,0.01,18.75
ZINDER,NER007,2020-10-01,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,118.0,19.0,0.0,0.0021,0.02,56.25
TILLABERI,NER006,2020-10-01,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,34.0,5.0,0.0,0.0013,0.01,34.82
NIAMEY,NER008,2020-10-01,0.0,0.0,0.0,592.6403874,120.4281938,1026848,756.0,57.0,0.0,12.4229,100.0,100.0
AGADEZ,NER001,2020-10-02,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,48.0,0.0,0.0,0.0014,0.01,37.5
DOSSO,NER003,2020-10-02,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,19.0,1.0,0.0,0.0028,0.02,75.0
MARADI,NER004,2020-10-02,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,7.0,5.0,0.0,0.0005,0.0,13.39
TILLABERI,NER006,2020-10-02,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,34.0,5.0,0.0,0.0013,0.01,34.82
ZINDER,NER007,2020-10-02,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,118.0,19.0,0.0,0.0021,0.02,56.25
NIAMEY,NER008,2020-10-02,0.0,0.0,0.0,592.6403874,120.4281938,1026848,756.0,57.0,0.0,12.4229,100.0,100.0
DIFFA,NER002,2020-10-02,0.0,0.0,0.0,158593.437198,3653.0262697,593821,8.0,0.0,0.0,0.0008,0.01,21.43
TAHOUA,NER005,2020-10-02,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,27.0,1.0,0.0,0.0007,0.01,18.75
TILLABERI,NER006,2020-10-03,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,34.0,5.0,0.0,0.0013,0.01,34.82
NIAMEY,NER008,2020-10-03,0.0,0.0,0.0,592.6403874,120.4281938,1026848,756.0,57.0,0.0,12.4229,100.0,100.0
TAHOUA,NER005,2020-10-03,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,27.0,1.0,0.0,0.0007,0.01,18.75
AGADEZ,NER001,2020-10-03,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,48.0,0.0,0.0,0.0014,0.01,37.5
ZINDER,NER007,2020-10-03,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,118.0,19.0,0.0,0.0021,0.02,56.25
MARADI,NER004,2020-10-03,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,7.0,5.0,0.0,0.0005,0.0,13.39
DOSSO,NER003,2020-10-03,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,19.0,1.0,0.0,0.0028,0.02,75.0
DIFFA,NER002,2020-10-03,0.0,0.0,0.0,158593.437198,3653.0262697,593821,8.0,0.0,0.0,0.0008,0.01,21.43
TILLABERI,NER006,2020-10-04,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,34.0,5.0,0.0,0.0013,0.01,34.82
DOSSO,NER003,2020-10-04,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,19.0,1.0,0.0,0.0028,0.02,75.0
TAHOUA,NER005,2020-10-04,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,27.0,1.0,0.0,0.0007,0.01,18.75
DIFFA,NER002,2020-10-04,0.0,0.0,0.0,158593.437198,3653.0262697,593821,8.0,0.0,0.0,0.0008,0.01,21.43
NIAMEY,NER008,2020-10-04,0.0,0.0,0.0,592.6403874,120.4281938,1026848,756.0,57.0,0.0,12.4229,100.0,100.0
MARADI,NER004,2020-10-04,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,7.0,5.0,0.0,0.0005,0.0,13.39
AGADEZ,NER001,2020-10-04,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,48.0,0.0,0.0,0.0014,0.01,37.5
ZINDER,NER007,2020-10-04,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,118.0,19.0,0.0,0.0021,0.02,56.25
MARADI,NER004,2020-10-05,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,7.0,5.0,0.0,0.0005,0.0,13.39
TILLABERI,NER006,2020-10-05,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,34.0,5.0,0.0,0.0013,0.01,34.82
TAHOUA,NER005,2020-10-05,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,27.0,1.0,0.0,0.0007,0.01,18.75
DOSSO,NER003,2020-10-05,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,19.0,1.0,0.0,0.0028,0.02,75.0
DIFFA,NER002,2020-10-05,0.0,0.0,0.0,158593.437198,3653.0262697,593821,8.0,0.0,0.0,0.0008,0.01,21.43
AGADEZ,NER001,2020-10-05,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,48.0,0.0,0.0,0.0014,0.01,37.5
ZINDER,NER007,2020-10-05,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,118.0,19.0,0.0,0.0021,0.02,56.25
NIAMEY,NER008,2020-10-05,0.0,0.0,0.0,592.6403874,120.4281938,1026848,756.0,57.0,0.0,12.4229,100.0,100.0
