patinfo_resadmin1,rowcacode1,report_date,Cases,Deaths,Recovered,Shape_Area,Shape_Leng,E_POP,Cum_Case,Cum_Death,Cum_Recovered,TRI_RIDX,TRI_IDX,TRI_IDX2
AGADEZ,NER001,2020-03-13,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-13,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-13,0.0,0.0,0.0,592.6403874,120.4281938,1026848,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-13,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-13,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-13,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-13,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-13,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-14,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-14,0.0,0.0,0.0,592.6403874,120.4281938,1026848,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-14,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-14,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-14,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-14,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-14,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-14,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-15,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-15,0.0,0.0,0.0,592.6403874,120.4281938,1026848,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-15,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-15,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-15,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-15,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-15,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-15,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-16,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-16,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-16,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-16,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-16,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-16,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-16,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-16,0.0,0.0,0.0,592.6403874,120.4281938,1026848,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-17,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-17,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-17,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-17,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-17,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-17,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-17,0.0,0.0,0.0,592.6403874,120.4281938,1026848,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-17,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-18,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-18,1.0,0.0,0.0,592.6403874,120.4281938,1026848,1.0,0.0,0.0,0.0164,100.0,100.0
DOSSO,NER003,2020-03-18,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-18,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-18,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-18,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-18,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-18,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-19,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-19,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-19,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-19,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-19,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-19,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-19,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-19,0.0,0.0,0.0,592.6403874,120.4281938,1026848,1.0,0.0,0.0,0.0164,100.0,100.0
DOSSO,NER003,2020-03-20,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-20,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-20,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-20,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-20,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-20,0.0,0.0,0.0,592.6403874,120.4281938,1026848,1.0,0.0,0.0,0.0164,100.0,100.0
AGADEZ,NER001,2020-03-20,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-20,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-21,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-21,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-21,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-21,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-21,1.0,0.0,0.0,592.6403874,120.4281938,1026848,2.0,0.0,0.0,0.0329,100.0,100.0
MARADI,NER004,2020-03-21,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-21,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-21,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-22,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-22,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-22,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-22,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-22,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-22,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-22,1.0,0.0,0.0,592.6403874,120.4281938,1026848,3.0,0.0,0.0,0.0493,100.0,100.0
TILLABERI,NER006,2020-03-22,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-23,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-23,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-23,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-23,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-23,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-23,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-23,1.0,1.0,0.0,592.6403874,120.4281938,1026848,4.0,1.0,0.0,0.0657,100.0,100.0
MARADI,NER004,2020-03-23,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-24,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-24,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-24,3.0,0.0,0.0,592.6403874,120.4281938,1026848,7.0,1.0,0.0,0.115,100.0,100.0
MARADI,NER004,2020-03-24,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-24,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-24,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-24,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-24,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-25,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-25,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-25,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-25,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-25,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-25,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-25,2.0,0.0,0.0,592.6403874,120.4281938,1026848,9.0,1.0,0.0,0.1479,100.0,100.0
AGADEZ,NER001,2020-03-25,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-26,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-26,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-26,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-26,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-26,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-26,5.0,2.0,0.0,592.6403874,120.4281938,1026848,14.0,3.0,0.0,0.2301,100.0,100.0
AGADEZ,NER001,2020-03-26,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-26,1.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-27,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-27,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-27,4.0,0.0,0.0,592.6403874,120.4281938,1026848,18.0,3.0,0.0,0.2958,100.0,100.0
AGADEZ,NER001,2020-03-27,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-27,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-27,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-27,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-27,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-28,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-28,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-28,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-28,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-28,10.0,0.0,0.0,592.6403874,120.4281938,1026848,28.0,3.0,0.0,0.4601,100.0,100.0
DIFFA,NER002,2020-03-28,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-28,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-28,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-03-29,22.0,4.0,0.0,592.6403874,120.4281938,1026848,50.0,7.0,0.0,0.8216,100.0,100.0
MARADI,NER004,2020-03-29,2.0,0.0,0.0,42089.06247363,2989.44915189,3402094,2.0,0.0,0.0,0.0001,0.01,75.0
DOSSO,NER003,2020-03-29,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-29,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-29,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-03-29,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-29,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-03-29,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-30,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-30,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-30,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,2.0,0.0,0.0,0.0001,0.01,75.0
AGADEZ,NER001,2020-03-30,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-30,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-30,1.0,0.0,0.0,33311.907134,2667.1303611,2037713,1.0,0.0,0.0,0.0001,0.01,75.0
NIAMEY,NER008,2020-03-30,5.0,3.0,0.0,592.6403874,120.4281938,1026848,55.0,10.0,0.0,0.9038,100.0,100.0
ZINDER,NER007,2020-03-30,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-03-31,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-03-31,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-03-31,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,2.0,0.0,0.0,0.0001,0.01,75.0
NIAMEY,NER008,2020-03-31,17.0,5.0,0.0,592.6403874,120.4281938,1026848,72.0,15.0,0.0,1.1831,100.0,100.0
ZINDER,NER007,2020-03-31,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-03-31,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-03-31,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,1.0,0.0,0.0,0.0001,0.01,75.0
AGADEZ,NER001,2020-03-31,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-01,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,1.0,0.0,0.0,0.0001,0.01,75.0
TAHOUA,NER005,2020-04-01,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-04-01,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-01,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,2.0,0.0,0.0,0.0001,0.01,75.0
AGADEZ,NER001,2020-04-01,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-04-01,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-04-01,28.0,4.0,0.0,592.6403874,120.4281938,1026848,100.0,19.0,0.0,1.6432,100.0,100.0
ZINDER,NER007,2020-04-01,2.0,0.0,0.0,158139.2761902,5456.7854675,3539764,2.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-04-02,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-04-02,37.0,0.0,0.0,592.6403874,120.4281938,1026848,137.0,19.0,0.0,2.2512,100.0,100.0
DOSSO,NER003,2020-04-02,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,1.0,0.0,0.0,0.0001,0.0,75.0
ZINDER,NER007,2020-04-02,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,2.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-04-02,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-04-02,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-04-02,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-02,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,2.0,0.0,0.0,0.0001,0.0,75.0
NIAMEY,NER008,2020-04-03,13.0,4.0,0.0,592.6403874,120.4281938,1026848,150.0,23.0,0.0,2.4649,100.0,100.0
AGADEZ,NER001,2020-04-03,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-04-03,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-04-03,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-03,1.0,0.0,0.0,158139.2761902,5456.7854675,3539764,3.0,0.0,0.0,0.0001,0.0,75.0
DOSSO,NER003,2020-04-03,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,1.0,0.0,0.0,0.0001,0.0,75.0
TILLABERI,NER006,2020-04-03,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-03,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,2.0,0.0,0.0,0.0001,0.0,75.0
MARADI,NER004,2020-04-04,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,2.0,0.0,0.0,0.0001,0.0,75.0
TAHOUA,NER005,2020-04-04,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-04,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,3.0,0.0,0.0,0.0001,0.0,75.0
AGADEZ,NER001,2020-04-04,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-04,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,1.0,0.0,0.0,0.0001,0.0,75.0
NIAMEY,NER008,2020-04-04,3.0,0.0,0.0,592.6403874,120.4281938,1026848,153.0,23.0,0.0,2.5142,100.0,100.0
TILLABERI,NER006,2020-04-04,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-04-04,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-05,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,1.0,0.0,0.0,0.0001,0.0,75.0
MARADI,NER004,2020-04-05,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,2.0,0.0,0.0,0.0001,0.0,75.0
DIFFA,NER002,2020-04-05,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-04-05,20.0,0.0,0.0,592.6403874,120.4281938,1026848,173.0,23.0,0.0,2.8428,100.0,100.0
TAHOUA,NER005,2020-04-05,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-04-05,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-05,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,3.0,0.0,0.0,0.0001,0.0,75.0
TILLABERI,NER006,2020-04-05,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-06,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,2.0,0.0,0.0,0.0001,0.0,75.0
TAHOUA,NER005,2020-04-06,1.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,1.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-04-06,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-06,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,1.0,0.0,0.0,0.0001,0.0,75.0
